timestamp,open,high,low,close,volume
2019-02-01,38.3100,39.8600,38.2300,39.6000,36839947
2019-01-31,37.6300,38.8200,37.2850,38.2200,34130464
2019-01-30,38.3000,38.7600,37.5900,38.2400,32848056
2019-01-29,38.2800,38.9800,37.2500,37.3900,30330993
2019-01-28,36.9500,38.9600,36.6500,38.0800,44213030
2019-01-25,38.0900,39.3050,37.5000,38.9600,61042704
2019-01-24,35.3100,37.4400,35.1000,36.5900,65094840
2019-01-23,34.1100,34.6850,33.4400,34.2400,31011607
2019-01-22,35.2500,35.2500,33.5500,33.8700,37021938
2019-01-18,34.2300,36.1900,34.0600,35.7600,44872405
2019-01-17,33.2300,34.2000,32.6600,33.8800,29398501
2019-01-16,34.0400,34.3300,33.5300,33.5800,24890929
2019-01-15,35.0200,35.2300,33.6500,33.9900,30633574
2019-01-14,34.7200,34.9200,34.2600,34.6700,34611955
2019-01-11,35.4200,36.7300,35.0100,36.0100,30469843
2019-01-10,35.2600,35.9500,35.0800,35.9100,24437350
2019-01-09,34.9700,36.2901,34.9200,35.4400,54147856
2019-01-08,34.5500,34.5850,32.8050,33.7400,33434082
2019-01-07,33.7000,34.4500,33.3100,34.0000,44841499
2019-01-04,31.6600,33.0400,31.5500,32.7000,28557302
2019-01-03,31.8200,32.1500,30.8600,31.0000,29145099
2019-01-02,31.0000,33.0800,30.7500,32.7500,26004300
